project_name,oneliner,project_namespace,project_url,topics,rubric,last_update,stargazers_count,dominating_languages,organization,languages,homepage,created,license,total_commits_last_year,last_issue_closed,issue_labels,good_first_issue,contributors,organization_avatar,funding
NMF.earth app,iOS & Android app to understand and reduce your carbon footprint.,NMF-earth,https://github.com/NMF-earth/nmf-app.git,"react-native,ios,android,expo,climate-change,sustainability,global-warming,functional-programming,redux-toolkit,zero-waste,hacktoberfest,typescript",Carbon Intensity,"2021/10/17, 21:47:49",264,TypeScript,NMF-earth,"TypeScript,JavaScript,Batchfile",https://nmf.earth,"2019/11/25, 10:12:37",GPL-3.0,188,"2021/10/17, 15:50:46","⚙️ Chore,⚡️ Performance,hacktoberfest,hacktoberfest-accepted,🆕 Feature,🍎 iOS,🍦 Nice to have,🎁 Stickers,🏁 Good first issue,🐛 Bug,📑 Documentation,🔂 Duplicate,🚧 Pending,🚨 Urgent,🤖 Android",0,36,https://avatars.githubusercontent.com/u/63661783?v=4,
carbontracker,Track and predict the energy consumption and carbon footprint of training deep learning models.,lfwa,https://github.com/lfwa/carbontracker.git,,Carbon Intensity,"2021/10/13, 05:15:34",150,Python,,Python,,"2020/04/21, 12:01:38",MIT,8,"2021/07/12, 09:07:46","API,bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/16344026?v=4,
experiment-impact-tracker,"Meant to be a simple drop-in method to track energy usage, carbon emissions, and compute utilization of your system.",Breakend,https://github.com/Breakend/experiment-impact-tracker.git,,Carbon Intensity,"2021/09/30, 20:05:20",181,Python,,"Python,CSS,HTML",,"2019/11/06, 05:44:17",MIT,11,"2021/06/07, 09:14:53","blocked,bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/16344026?v=4,
CodeCarbon,Track emissions from Compute and recommend ways to reduce their impact on the environment.,mlco2,https://github.com/mlco2/codecarbon.git,,Carbon Intensity,"2021/10/17, 19:43:52",234,Python,mlco2,"Python,Dockerfile,Shell,Mako",https://mlco2.github.io/codecarbon,"2020/05/12, 14:44:03",MIT,557,"2021/10/17, 19:22:33","API,bug,dataforgood,docs,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",5,24,https://avatars.githubusercontent.com/u/54071934?v=4,
Carbonalyser,Allows to visualize the electricity consumption and greenhouse gases emissions that your Internet browsing leads to.,carbonalyser,https://github.com/carbonalyser/Carbonalyser.git,"addon,ecology,carbon-emissions,firefox-addon,chrome-extension",Carbon Intensity,"2021/09/22, 18:47:29",106,JavaScript,,"JavaScript,HTML,CSS",https://theshiftproject.org/en/carbonalyser-browser-extension/,"2019/03/06, 20:42:01",MIT,0,"2020/12/17, 08:17:43","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/54071934?v=4,
blockchain-carbon-accounting,Code of the Carbon Accounting and Certification Working Group.,opentaps,https://github.com/opentaps/blockchain-carbon-accounting.git,,Carbon Intensity,"2021/10/14, 22:26:43",8,JavaScript,opentaps,"JavaScript,TypeScript,Shell,Go,Solidity,Dockerfile,HTML,CSS,Python,Makefile",,"2021/01/16, 14:41:03",Apache-2.0,1044,"2020/12/17, 08:17:43","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,20,https://avatars.githubusercontent.com/u/79276703?v=4,
footprint,An R package to calculate carbon footprints from air travel based on IATA airport codes or latitude and longitude.,acircleda,https://github.com/acircleda/footprint.git,,Carbon Intensity,"2021/09/28, 16:51:58",11,R,,"R,Rebol",,"2020/12/07, 13:39:28",CC0-1.0,54,"2020/12/28, 14:50:16","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/79276703?v=4,
intensegRid,"Provides information on national and regional carbon intensity, the amount of carbon emitted per unit of energy consumed, for the UK.",KKulma,https://github.com/KKulma/intensegRid.git,"climate-change,carbon-intensity,carbon-api,carbon-emissions,r,hacktoberfest",Carbon Intensity,"2021/06/10, 20:47:55",8,R,,R,https://carbonintensity.org.uk/,"2020/03/02, 13:21:20",CC0-1.0,30,"2021/06/10, 20:50:48","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",2,1,https://avatars.githubusercontent.com/u/79276703?v=4,
Carbonfact Models,The carbon footprint models used by carbonfact.co.,kansoapp,https://github.com/kansoapp/carbonfact-models.git,,Carbon Intensity,"2021/10/15, 15:55:45",19,TypeScript,kansoapp,"TypeScript,JavaScript",,"2021/07/06, 01:09:22",MPL-2.0,10,"2021/08/27, 15:41:31","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/79087885?v=4,
Carbon Dioxide Removal Database,Open science reports on carbon removal projects and technologies.,carbonplan,https://github.com/carbonplan/cdr-database.git,,Carbon Capture and Removel,"2021/10/18, 02:02:38",10,JavaScript,carbonplan,"JavaScript,Python",https://carbonplan.org/research/cdr-database,"2020/04/01, 15:38:55",MIT,264,"2021/09/15, 00:41:22","bug,dependencies,documentation,duplicate,enhancement,github_actions,good first issue,help wanted,invalid,javascript,question,wontfix",0,6,https://avatars.githubusercontent.com/u/58278235?v=4,
FOQUS,Framework for Optimization and Quantification of Uncertainty and Surrogates.,CCSI-Toolset,https://github.com/CCSI-Toolset/FOQUS.git,foqus,Carbon Capture and Removel,"2021/10/14, 11:56:34",29,Python,CCSI-Toolset,"Python,R,JavaScript,GAMS,PowerShell,Shell,HTML,Makefile,CSS",,"2017/06/12, 22:05:34",CUSTOM,102,"2021/10/12, 19:47:09","bug :bomb:,dependencies,Documentation,enhancement,Examples,Flowsheet,FOQUS Cloud,FOQUS GUI,Heat Integration,Installation,ODoE,Optimization,Optional Software,OUU,Priority:High,Priority:Low,Priority:Normal,PSUADE,Pyomo,question,SDoE,SimSinter,Surrogates,Testing,Turbine,UQ,wontfix :disappointed:",0,22,https://avatars.githubusercontent.com/u/27831154?v=4,
Carbon Capture and Storage,"This is a complete modeling workflow that integrates reservoir simulation data, rock physics, time-lapse seismic and geomechanics of CO2 injection in carbonate rock.",yohanesnuwara,https://github.com/yohanesnuwara/carbon-capture-and-storage.git,"ccs,rock-physics,geomechanics,seismic,simulation",Carbon Capture and Removel,"2021/08/31, 00:13:47",21,Lasso,,"Lasso,Jupyter Notebook,Python,MATLAB",,"2019/12/17, 02:50:32",MIT,9,"2021/10/12, 19:47:09","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/27831154?v=4,
GEOSX,"A simulation framework for modeling coupled flow, transport, and geomechanics in the subsurface.",GEOSX,https://github.com/GEOSX/GEOSX.git,"hpc,reservoir-simulation,geomechanics,gpu,carbon-storage,llnl",Carbon Capture and Removel,"2021/10/16, 03:16:00",75,C++,GEOSX,"C++,Python,CMake,Shell,Perl,C,GLSL,Makefile,TeX,CSS",,"2018/05/02, 06:54:50",CUSTOM,217,"2021/10/15, 18:40:06","effort: 1 day,effort: 1 hour,effort: 1 month,effort: 1 week,effort: 10 minutes,effort: project,effort: unknown,FAQ,flag: dependent task,flag: doc day,flag: duplicate,flag: help wanted,flag: invalid,flag: issue day,flag: ready for review,flag: ready to be merged,flag: requires rebaseline,flag: requires updated submodule(s),flag: requires updated TPL(s),flag: wontfix,new,priority: critical,priority: high,priority: low,priority: medium,triaging,type: bug,type: build,type: cleanup / refactor,type: dev environment,type: documentation,type: feature,type: optimization,type: pygeosx,type: testing",0,39,https://avatars.githubusercontent.com/u/38363894?v=4,
ghg emissions indicator,R scripts for a greenhouse gases emissions indicator published on Environmental Reporting British Columbia.,bcgov,https://github.com/bcgov/ghg-emissions-indicator.git,"env,rstats,r,data-science",Emission Observation and Modeling,"2021/10/18, 02:43:04",6,R,bcgov,R,,"2016/08/19, 21:03:41",Apache-2.0,37,"2021/04/12, 22:42:49","bug,duplicate,enhancement,help wanted,in progress,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/916280?v=4,
batch7 satellite ges,The goal of our project is to localize CO2 emissions on Earth based on the the carbon concentration data measured by the OCO-2 Satellite from NASA.,dataforgoodfr,https://github.com/dataforgoodfr/batch7_satellite_ges.git,,Emission Observation and Modeling,"2021/09/13, 17:49:20",13,Jupyter Notebook,dataforgoodfr,"Jupyter Notebook,HTML,Python,Shell,Dockerfile,Makefile,CSS",,"2020/03/04, 10:28:31",Apache-2.0,1,"2021/07/14, 14:12:35","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,11,https://avatars.githubusercontent.com/u/11797105?v=4,
emissions-api,A solution that provides simple access to emissions data of climate-relevant gases.,emissions-api,https://github.com/emissions-api/emissions-api.git,"emissions-api,python,esa,sentinel-5,copernicus,remote-sensing,air-quality,citizen-science,hacktoberfest",Emission Observation and Modeling,"2021/10/02, 18:46:00",47,Python,emissions-api,"Python,Shell,Dockerfile,Mako",https://emissions-api.org,"2019/09/27, 11:33:23",MIT,91,"2021/10/02, 18:46:06","algorithm,bug,dependencies,devops,documentation,duplicate,enhancement,good first issue,hacktoberfest,help wanted,invalid,question,security,tests,wontfix",0,11,https://avatars.githubusercontent.com/u/47664099?v=4,
eixport,An R package that provides functions to read emissions from VEIN and from other models in different formats and export the emissions into the appropriate format suitable to other models.,atmoschem,https://github.com/atmoschem/eixport.git,"wrf,emissions,exporting-emissions,atmospheric-models,atmospheric-science",Emission Observation and Modeling,"2021/10/11, 18:38:26",19,R,atmoschem,"R,TeX",https://atmoschem.github.io/eixport/,"2017/10/08, 02:58:22",CUSTOM,53,"2021/06/30, 20:11:34","bug,duplicate,enhancement,good first issue,help wanted,invalid,JOSS,question,wontfix",0,5,https://avatars.githubusercontent.com/u/35502286?v=4,
EmissV,This package provides some methods to create emissions (with a focus on vehicular emissions) for use in numeric air quality models such as WRF-Chem.,atmoschem,https://github.com/atmoschem/EmissV.git,,Emission Observation and Modeling,"2021/10/01, 15:14:49",19,R,atmoschem,"R,TeX",https://atmoschem.github.io/EmissV,"2017/10/12, 04:55:38",CUSTOM,47,"2021/03/17, 01:25:26","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/35502286?v=4,
The Community Emissions Data System,Produces consistent estimates of global air emissions species over the industrial era (1750 - present).,JGCRI,https://github.com/JGCRI/CEDS.git,"emissions,data",Emission Observation and Modeling,"2021/10/12, 13:11:02",42,R,JGCRI,"R,Makefile,Shell,Batchfile",http://www.globalchange.umd.edu/ceds/,"2017/09/07, 21:53:39",CUSTOM,5,"2021/10/12, 13:12:33","bug,CEDS System,CMIP6,emissions_data,gridded_emissions_data,question",0,13,https://avatars.githubusercontent.com/u/8431983?v=4,
PyChEmiss,A Python script to create the wrfchemi file from local emissions needed to run WRF-Chem model.,quishqa,https://github.com/quishqa/PyChEmiss.git,"emission,wrf-chem,wrf-domain",Emission Observation and Modeling,"2021/08/20, 20:54:30",13,Python,,Python,,"2020/05/20, 20:55:39",GPL-3.0,13,"2021/04/13, 22:57:32","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/20420557?v=4,
co2-data,Data on CO2 and greenhouse gas emissions by Our World in Data.,owid,https://github.com/owid/co2-data.git,"co2-emissions,greenhouse-gas-emissions,environment,energy",Emission Observation and Modeling,"2021/10/14, 14:07:34",177,Python,owid,Python,https://ourworldindata.org/co2-and-other-greenhouse-gas-emissions,"2020/08/06, 13:02:32",GPL-3.0,38,"2021/09/17, 03:38:03","doc,duplicate,fix,improve,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/14187135?v=4,
X-STILT,An atmospheric transport model that deals with vertically integrated column CO2 and potentially other trace gases.,uataq,https://github.com/uataq/X-STILT.git,"atmospheric-modelling,lagrangian,remote-sensing,urban-co2,column-transport-error",Emission Observation and Modeling,"2021/07/24, 22:13:30",4,R,uataq,R,,"2018/04/06, 22:46:36",GPL-3.0,3,"2020/12/18, 19:20:34","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/30093582?v=4,
stilt,An open source Lagrangian particle dispersion model which is widely used to simulate the transport of pollution and greenhouse gases through the atmosphere.,uataq,https://github.com/uataq/stilt.git,"atmospheric-science,r,climate-science",Emission Observation and Modeling,"2021/10/08, 20:32:36",25,R,uataq,"R,Shell,Dockerfile,Fortran",https://uataq.github.io/stilt/,"2016/07/08, 22:37:37",GPL-3.0,23,"2021/08/19, 23:16:55","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/30093582?v=4,
OPGEE,Oil Production Greenhouse Gas Emissions Estimator.,arbrandt,https://github.com/arbrandt/OPGEE.git,,Emission Observation and Modeling,"2021/09/27, 20:34:57",10,MATLAB,,MATLAB,,"2018/07/27, 01:24:52",GPL-3.0,194,"2021/09/27, 15:31:32","bug,Documentation/Administrative,duplicate,enhancement,good first issue,help wanted,invalid,question,Tabled v3.0,VF model,wontfix",0,4,https://avatars.githubusercontent.com/u/30093582?v=4,
Methane-detection-from-hyperspectral-imagery,Deep Learning based Remote Sensing Methods for Methane Detection in Airborne Hyperspectral Imagery.,satish1901,https://github.com/satish1901/Methane-detection-from-hyperspectral-imagery.git,,Emission Observation and Modeling,"2021/09/23, 01:33:20",18,Python,,"Python,HTML,Shell",,"2020/06/01, 22:19:06",MIT,1,"2021/10/12, 23:06:36","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/30093582?v=4,
deep-smoke-machine,Deep learning models and dataset for recognizing industrial smoke emissions.,CMU-CREATE-Lab,https://github.com/CMU-CREATE-Lab/deep-smoke-machine.git,"deep-learning,neural-network,machine-learning,computer-vision,smoke,air-quality,python,pytorch,smoke-recognition,citizen-science",Emission Observation and Modeling,"2021/09/16, 11:09:49",73,Python,CMU-CREATE-Lab,"Python,Shell",http://smoke.createlab.org,"2019/04/30, 19:10:41",BSD-3-Clause,19,"2021/05/26, 21:36:55","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/3278646?v=4,
Ribbit Network Frog Sensor,"The sensor for the world's largest crowdsourced network of open-source, low-cost, CO2 Gas Detection Sensors.",Ribbit-Network,https://github.com/Ribbit-Network/ribbit-network-frog-sensor.git,"climate,co2-sensors,balena,influxdb,raspberry-pi",Emission Observation and Modeling,"2021/10/15, 16:45:18",21,Python,Ribbit-Network,Python,,"2021/06/05, 18:53:57",MIT,167,"2021/10/13, 19:04:30","bug,documentation,duplicate,Electrical,enhancement,good first issue,help wanted,invalid,Mechanical,question,Software,wontfix",0,6,https://avatars.githubusercontent.com/u/88076953?v=4,b'# These are supported funding model platforms\n\ngithub: keenanjohnson\nko_fi: keenanjohnson\n'
FIRECAM,An online app for end-users to diagnose and explore regional differences in fire emissions from five global fire emissions inventories.,tianjialiu,https://github.com/tianjialiu/FIRECAM.git,"fires,emissions,google-earth-engine,modis,fire-emissions,fire-inventory,gfedv4s-emissions",Emission Observation and Modeling,"2021/09/30, 09:03:00",11,JavaScript,,"JavaScript,R,Python",https://sites.google.com/view/firecam/home,"2018/09/17, 20:15:59",MIT,7,"2021/10/13, 19:04:30","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/88076953?v=4,
brightway2,An open source framework for life cycle assessment.,brightway-lca,https://github.com/brightway-lca/brightway2.git,"life-cycle-assessment,bw2,python,documentation",Life Cycle Assessment,"2021/10/14, 16:49:25",17,Jupyter Notebook,brightway-lca,"Jupyter Notebook,HTML,TeX,Python,Shell",https://brightway.dev/,"2020/03/02, 18:57:27",BSD-3-Clause,17,"2021/07/15, 19:05:12","answered,bug,critical,documentation,duplicate,enhancement,good first issue,help wanted,invalid,major,minor,question,trivial,wontfix",0,5,https://avatars.githubusercontent.com/u/26960762?v=4,
carculator,Prospective environmental and economic life cycle assessment of vehicles made blazing fast.,romainsacchi,https://github.com/romainsacchi/carculator.git,,Life Cycle Assessment,"2021/10/06, 08:22:10",26,Python,,Python,http://carculator.psi.ch,"2019/06/07, 11:42:08",BSD-3-Clause,166,"2021/07/06, 09:57:50","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/26960762?v=4,
Electricity Life Cycle Inventory,"A Python package that uses standardized facility release and generation data to create regionalized life cycle inventory (LCI) models for the generation, mix of generation, mix of consumption, and distribution of electricity to end users for the US, with embedded system processes of upstream fuel production and infrastructure.",USEPA,https://github.com/USEPA/ElectricityLCI.git,,Life Cycle Assessment,"2021/07/24, 01:24:42",16,Python,USEPA,Python,,"2017/06/23, 18:37:55",CC0-1.0,0,"2021/06/02, 19:15:31","bug,data,duplicate,enhancement,help wanted,invalid,metadata,question,wontfix",0,8,https://avatars.githubusercontent.com/u/1304320?v=4,
OpenLCA,An open source and free software for Sustainability and Life Cycle Assessment.,GreenDelta,https://github.com/GreenDelta/olca-app.git,"openlca,eclipse-rcp,java",Life Cycle Assessment,"2021/10/16, 11:10:36",81,Java,GreenDelta,"Java,TypeScript,Python,HTML,NSIS,JavaScript,CSS,Batchfile,Shell",openlca.org,"2013/08/29, 14:14:54",MPL-2.0,368,"2021/08/03, 06:48:24","bug,collaboration-server,dependencies,duplicate,enhancement,invalid,java,javascript,question,version2,wontfix",0,8,https://avatars.githubusercontent.com/u/3889246?v=4,
openlca-python-tutorial,Explains the usage of the openLCA API from Python.,GreenDelta,https://github.com/GreenDelta/openlca-python-tutorial.git,"python,jython,tutorial,openlca",Life Cycle Assessment,"2021/09/07, 12:33:30",22,Jupyter Notebook,GreenDelta,"Jupyter Notebook,Python,Batchfile",,"2017/02/07, 11:24:19",CUSTOM,3,"2021/01/18, 20:26:21","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,4,https://avatars.githubusercontent.com/u/3889246?v=4,
lca_algebraic,"A small layer above brightway2, designed for the definition of parametric inventories with fast computation of LCA impacts, suitable for Monte Carlo analysis.",oie-mines-paristech,https://github.com/oie-mines-paristech/lca_algebraic.git,"lca,brightway2,numpy,monte-carlo,lca-algebraic,foreground-activities,symbolic-expressions",Life Cycle Assessment,"2021/06/23, 14:21:38",9,Jupyter Notebook,oie-mines-paristech,"Jupyter Notebook,Python,Makefile",,"2020/03/30, 14:53:35",BSD-2-Clause,46,"2021/02/15, 15:27:52","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/62893802?v=4,
Trase,Brings unprecedented transparency to commodity supply chains revealing new pathways towards achieving a deforestation-free economy.,Vizzuality,https://github.com/Vizzuality/trase.git,,Life Cycle Assessment,"2021/10/14, 15:52:40",28,Ruby,Vizzuality,"Ruby,JavaScript,PLpgSQL,SCSS,HTML,CSS,Shell,EJS,CoffeeScript",https://trase.earth,"2017/02/16, 15:55:05",MIT,364,"2021/10/13, 16:48:28","API,Backlog,Blocked,bug,Dashboards,Data,data import,dependencies,Design,DON'T MERGE,duplicate,Epic,Frontend,github_actions,idea,javascript,ruby,security,WIP",0,17,https://avatars.githubusercontent.com/u/305994?v=4,
QSDsan,A package for the quantitative sustainable design of sanitation and resource recovery systems.,QSD-Group,https://github.com/QSD-Group/QSDsan.git,"sanitation,resource-recovery,techno-economic-analysis,life-cycle-assessment,quantitative-sustainable-design,sustainability-analysis",Life Cycle Assessment,"2021/10/15, 20:06:04",11,Python,QSD-Group,Python,https://qsdsan.readthedocs.io/en/latest/,"2020/09/29, 15:53:46",CUSTOM,524,"2021/09/28, 13:53:08","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,task list,wontfix",0,3,https://avatars.githubusercontent.com/u/68925850?v=4,
ONEARMY,A series of tools for the Precious Plastic community to collaborate around the world and tackle plastic waste.,ONEARMY,https://github.com/ONEARMY/community-platform.git,"reactjs,styled-components,design-system,typescript",Circular Economy and Waste,"2021/10/17, 16:57:36",376,TypeScript,ONEARMY,"TypeScript,JavaScript,CSS,HTML,SCSS,Shell",https://platform.onearmy.earth/,"2018/09/27, 12:14:10",MIT,476,"2021/10/16, 11:24:25","Backend,bounty,Code: Tidying,dependencies,Design,Difficulty:Easy,Difficulty:Hard,Difficulty:medium,Difficulty:Super-Easy,Discussions,Documentation,Frontend,Global Good 🌍,Good first issue,Help wanted,In progress,Mod: DevOps 🤖,Mod: Discussions 💬,Mod: Events 🎉,Mod: HowTo 📰,Mod: Maps 🗺,Mod: Other ⬜️,Mod: Profiles 👱,Mod: Research 🔬,Mod: Security👮,Module Overview 👀,Non-Dev,Priority: High❕,Priority: Low,Priority: Medium,Priority: Urgent❕❕❕,Review allow-preview ✅,Review: Assigned 👉,Review: Changes Requested 🗨️,Review: Required ❕,Type:Bug🐛,Type:Enhancement,Type:Feature,Type:Optimisation,Wontfix",8,46,https://avatars.githubusercontent.com/u/43448126?v=4,
TACO,Trash Annotations in Context Dataset Toolkit.,pedropro,https://github.com/pedropro/TACO.git,"trash,dataset,mask-rcnn,object-detection,litter,deep-learning,garbage",Circular Economy and Waste,"2021/10/14, 15:29:08",325,Jupyter Notebook,,"Jupyter Notebook,Python",http://tacodataset.org,"2019/06/08, 22:19:04",MIT,53,"2021/07/31, 20:08:34","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/43448126?v=4,
circularity.ID Open Data Standard,The standard represents the results and findings of an extensive six-year research into the needs of stakeholders in the fashion industry to achieve a circular economy.,circularfashion,https://github.com/circularfashion/cf-circularity-id-standard.git,,Circular Economy and Waste,"2021/10/07, 13:22:21",12,Python,circularfashion,"Python,Shell",https://circularity.id,"2019/10/09, 08:19:09",GPL-3.0,5,"2021/07/06, 12:38:12","bug,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,8,https://avatars.githubusercontent.com/u/91959849?v=4,
RecycleNet,Effective trash classification model using only a small number of annotated images.,sangminwoo,https://github.com/sangminwoo/RecycleNet.git,"trash-classification,attention,recyclenet,trashnet",Circular Economy and Waste,"2021/08/08, 03:09:05",17,Python,,Python,,"2018/10/26, 03:51:23",MIT,1,"2021/07/06, 12:38:12","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/91959849?v=4,
trashnet,Dataset of images of trash. Torch-based CNN for garbage image classification.,garythung,https://github.com/garythung/trashnet.git,"dataset,torch,convolutional-neural-networks,deep-learning,trash,garbage,image-classification",Circular Economy and Waste,"2021/10/17, 21:30:38",409,Lua,,"Lua,Python",,"2017/04/08, 22:16:08",MIT,1,"2021/08/05, 18:39:07","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,1,https://avatars.githubusercontent.com/u/91959849?v=4,
OpenLitterMap,"An open, interactive and accessible database of the world's litter and plastic pollution.",OpenLitterMap,https://github.com/OpenLitterMap/openlittermap-web.git,,Circular Economy and Waste,"2021/10/17, 16:10:41",60,PHP,OpenLitterMap,"PHP,Vue,Blade,Shell",https://openlittermap.com,"2020/08/19, 23:19:26",GPL-3.0,970,"2021/10/16, 18:42:02","bug,changes requested,dependencies,documentation,duplicate,enhancement,good first issue,help wanted,In review,invalid,javascript,php,question,review done,to review,wontfix,work in progress",6,13,https://avatars.githubusercontent.com/u/62770201?v=4,
carbon budget,"This model maps gross greenhouse gas emissions from forests between 2001 and 2015, gross carbon removals by forests between 2001, and the difference between them (net flux).",wri,https://github.com/wri/carbon-budget.git,,Life Forms and Biodiversity,"2021/10/15, 21:51:41",28,Python,wri,"Python,C++,Batchfile,Dockerfile,Shell",,"2017/04/11, 18:05:56",GPL-3.0,21,"2021/10/04, 12:46:08","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/4615146?v=4,
treeseg,Developed to near-automatically extract tree-level point clouds from high-density larger-area lidar point clouds acquired in forests.,apburt,https://github.com/apburt/treeseg.git,,Life Forms and Biodiversity,"2021/10/17, 02:46:30",95,C++,,"C++,CMake",,"2017/12/10, 16:04:31",MIT,37,"2021/07/13, 08:43:23","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,3,https://avatars.githubusercontent.com/u/4615146?v=4,
BIOMASS,An R package for estimating aboveground biomass and its uncertainty in tropical forests.,umr-amap,https://github.com/umr-amap/BIOMASS.git,,Life Forms and Biodiversity,"2021/09/10, 13:12:37",10,R,umr-amap,R,,"2018/09/03, 07:58:57",CUSTOM,23,"2021/06/21, 14:35:46","bug,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,5,https://avatars.githubusercontent.com/u/66062028?v=4,
forest,Forecast and Observation Research and Evaluation Survey Tool.,MetOffice,https://github.com/MetOffice/forest.git,"visualization,meteorology",Life Forms and Biodiversity,"2021/08/27, 16:49:37",30,Python,MetOffice,"Python,HTML,Less,TypeScript,JavaScript,Go,CSS,Shell,Makefile",http://forest.metoffice.cloud,"2018/01/12, 13:41:03",BSD-3-Clause,2,"2021/04/30, 09:03:56","CMIP6,data_fields,dependencies,duplicate,feedback,good first issue,help wanted,intake,invalid,Level: Entry,Level: Intermediate,Priority: High,Priority: Low,Priority: Medium,question,software_engineering,speed_and_resource_management,Tech: AWS,Tech: Bokeh,Tech: Python,Tech: UI,Type: Bug,Type: Deployment,Type: Discussion,Type: Documentation,Type: Enhancement,Type: Refactor,Type: Remove feature,visualisation,wontfix",1,21,https://avatars.githubusercontent.com/u/6997732?v=4,
SEPAL,"System for Earth Observation Data Access, Processing and Analysis for Land Monitoring.",openforis,https://github.com/openforis/sepal.git,,Life Forms and Biodiversity,"2021/10/15, 11:04:09",137,JavaScript,openforis,"JavaScript,Groovy,Python,CSS,Shell,Java,HTML,Dockerfile,Handlebars,Jupyter Notebook,EQ",,"2015/07/06, 09:47:47",MIT,1601,"2021/10/07, 08:13:37","bug,dependencies,desirable,duplicate,enhancement,feature,help wanted,invalid,question,wontfix",0,13,https://avatars.githubusercontent.com/u/1212750?v=4,
Forest Carbon database,Global Forest Carbon Database.,forc-db,https://github.com/forc-db/ForC.git,,Life Forms and Biodiversity,"2021/10/15, 21:22:10",35,HTML,forc-db,"HTML,R,CSS",https://forc-db.github.io/,"2016/01/07, 00:59:31",CC-BY-4.0,679,"2021/09/21, 18:55:13","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,13,https://avatars.githubusercontent.com/u/16504833?v=4,
TreeLS,High performance R functions for forest data processing based on Terrestrial Laser Scanning (but not only) point clouds.,tiagodc,https://github.com/tiagodc/TreeLS.git,,Life Forms and Biodiversity,"2021/09/26, 08:00:13",39,C++,,"C++,R",,"2016/05/16, 16:36:48",GPL-3.0,2,"2021/08/04, 18:40:12","bug,duplicate,enhancement,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/16504833?v=4,
wildfire forecasting,"The project intends to reproduce the Fire Forecasting capabilities of GEFF using Deep Learning and develop further improvements in accuracy, geography and time scale through inclusion of additional variables or optimization of model architecture and hyperparameters.",esowc,https://github.com/esowc/wildfire-forecasting.git,"deep-learning,wildfire-forecasting,gis,earth-observation,remote-sensing",Life Forms and Biodiversity,"2021/09/17, 16:42:21",35,Jupyter Notebook,esowc,"Jupyter Notebook,Python,Dockerfile,Shell",,"2020/05/14, 14:42:07",GPL-3.0,86,"2020/12/22, 13:32:59","bug,documentation,duplicate,enhancement,good first issue,help wanted,invalid,question,wontfix",0,2,https://avatars.githubusercontent.com/u/44897980?v=4,
