project_name,oneliner,git_namespace,git_url,topics,rubric,last_update,stargazers_count,number_of_dependents,stars_last_year,project_active_checkbox,dominating_language,organization,organization_user_name,languages,homepage,created,license,total_commits_last_year,total_number_of_commits,last_issue_closed,open_issues,closed_pullrequests,closed_issues,open_pullrequests,reviews_per_pr,community_development_distribution_score,last_released_date,last_release_tag_name,good_first_issue,contributors,accepts_donations,donation_platforms,code_of_conduct,contribution_guide,organization_avatar,dependents_repos
SWEET,Official repository for Semantic Web for Earth and Environmental Terminology Ontologies.,ESIPFed,https://github.com/ESIPFed/sweet.git,"ontologies,earth-science,environment,environment-variables,owl-ontology,owl,earth,sweet-ontologies",Earth Climate Datasets and Tools,"2021/11/04, 12:33:45",79,0,13,true,Makefile,ESIPFed,ESIP,Makefile,,"2017/03/10, 17:57:42",CUSTOM,13,296,"2021/07/04, 21:51:46",83,77,173,3,4.2,0.630901287553648,"2019/11/21, 23:27:22",v3.4.0,0,14,false,,false,true,https://avatars.githubusercontent.com/u/3588047?v=4,
ecmwfr,"Provides easy access to the European Centre for Medium-Range Weather Forecasts web API services and Copernicus Climate Data Store from within R, matching and expanding upon the ECMWF Python tools.",bluegreen-labs,https://github.com/bluegreen-labs/ecmwfr.git,"copernicus,cds,ecmwf-api,ecmwf-services,climate-data",Earth Climate Datasets and Tools,"2021/11/21, 10:18:18",65,0,18,true,R,bluegreen-labs,BlueGreen Labs,R,https://bluegreen-labs.github.io/ecmwfr/,"2018/11/06, 04:17:38",AGPL-3.0,21,362,"2021/11/08, 15:16:38",7,30,79,0,0.0,0.2024539877300614,"2020/07/15, 15:43:35",v1.3.0,0,4,false,,false,false,https://avatars.githubusercontent.com/u/65854203?v=4,
IceVarFigs,Weather and climate graphics for science communication.,zmlabe,https://github.com/zmlabe/IceVarFigs.git,"arctic-sea-ice,sea-ice-thickness,climate-change,scicomm,climate-variability",Earth Climate Datasets and Tools,"2021/10/06, 08:44:54",60,0,8,false,Python,bluegreen-labs,,"Python,Dockerfile,Shell",https://sites.uci.edu/zlabe,"2017/10/22, 17:48:10",MIT,0,92,"2020/10/03, 17:51:18",1,2,6,0,0.0,0.046511627906976716,"2017/10/31, 15:04:12",1.0.1,0,2,false,,false,false,https://avatars.githubusercontent.com/u/65854203?v=4,
Climate Model Output Rewriter,Produce CF-compliant netCDF files that fulfill the requirements of many of the climate community's standard model experiments.,PCMDI,https://github.com/PCMDI/cmor.git,"cmip6,cmor3,prepare,esgf",Earth Climate Datasets and Tools,"2021/11/23, 01:27:54",41,0,4,true,C,Program for Climate Model Diagnosis and Intercomparison,PCMDI,"C,Fortran,Python,Makefile,Shell,M4",,"2013/05/17, 16:07:52",CUSTOM,51,1353,"2021/11/23, 01:27:56",31,227,600,1,0.9,0.6018329938900204,"2020/12/16, 19:57:14",3.6.1,0,15,false,,false,false,https://avatars.githubusercontent.com/u/6098305?v=4,
NCL,The NCAR Command Language is a scripting language for the analysis and visualization of climate and weather data.,NCAR,https://github.com/NCAR/ncl.git,,Earth Climate Datasets and Tools,"2021/11/25, 09:25:20",192,0,40,true,C,NCAR,National Center for Atmospheric Research,"C,Roff,Fortran,NCL,M,Shell,sed,Yacc,PostScript,Python,Objective-C,MATLAB,Gnuplot,Perl,Lex,Java,Mathematica,ReScript,XSLT,Makefile",http://www.ncl.ucar.edu,"2016/09/01, 01:34:28",CUSTOM,8,14183,"2021/11/12, 17:23:52",101,25,77,2,0.4,0.3443695479777954,,,0,14,false,,true,true,https://avatars.githubusercontent.com/u/2007542?v=4,
xskillscore,An open source project and Python package that provides verification metrics of deterministic (and probabilistic from properscoring) forecasts with xarray.,xarray-contrib,https://github.com/xarray-contrib/xskillscore.git,"forecasting,verification,metrics,pangeo",Earth Climate Datasets and Tools,"2021/11/26, 01:09:23",124,12,42,true,Python,xarray-contrib ,xarray-contrib,"Python,Shell",https://xskillscore.readthedocs.io/en/stable/,"2018/06/14, 19:23:57",Apache-2.0,228,686,"2021/11/26, 01:09:23",45,171,317,1,1.9,0.5823529411764705,"2021/10/09, 00:22:24",v0.0.24,7,8,false,,false,true,https://avatars.githubusercontent.com/u/35757293?v=4,"DHI/python-study-group,aaronspring/Spring_etal_2020_ERL,aaronspring/Spring_and_Ilyina_2020_GRL,aaronspring/Spring_etal_2021_ESD,esowc/aq-biascorrection,OCHA-DAP/pa-anticipatory-action,CSHS-CWRA/RavenPy,Daviology38/AMS_Python_2021_Project_Coe,Ouranosinc/raven,DS4Earth/sp2020,bradyrx/esmtools,pangeo-data/climpred"
getCRUCLdata,Provides functions that automate importing CRU CL v. 2.0 climatology data into R.,ropensci,https://github.com/ropensci/getCRUCLdata.git,"cru,climate-data,cru-cl2,temperature,rainfall,elevation,r,data-access,wind,relative-humidity,solar-radiation,diurnal-temperature,frost,rstats,r-package,peer-reviewed",Earth Climate Datasets and Tools,"2021/04/08, 14:57:09",16,0,4,true,C++,ropensci,rOpenSci,"C++,R,HTML,C,TeX,CSS,Makefile,Rebol,Shell",https://docs.ropensci.org/getCRUCLdata,"2016/10/20, 09:14:24",CUSTOM,5,661,"2018/06/15, 13:22:03",0,3,8,0,0.0,0.010830324909747335,"2020/10/26, 10:39:32",v0.3.2,0,4,false,,false,true,https://avatars.githubusercontent.com/u/1200269?v=4,
hockeystick,Make essential Climate Change datasets easily available to non-climate experts.,cortinah,https://github.com/cortinah/hockeystick.git,"climate-data,ggplot2,climate-change,climate,warming-stripes,noaa,sea-ice,temperature-data,sea-levels,carbon-dioxide-data,climate-science,rstats,carbon-emissions,carbon",Earth Climate Datasets and Tools,"2021/09/25, 16:43:14",32,0,17,true,R,ropensci,,R,https://cortinah.github.io/hockeystick/,"2020/07/26, 18:39:59",CUSTOM,51,110,"2021/08/18, 01:30:00",2,8,10,0,0.0,0.0,"2021/09/20, 11:27:05",v0.6.1,0,1,false,,false,false,https://avatars.githubusercontent.com/u/1200269?v=4,
cfgrib,A Python interface to map GRIB files to the NetCDF Common Data Model following the CF Convention using ecCodes.,ecmwf,https://github.com/ecmwf/cfgrib.git,"meteorology,grib",Earth Climate Datasets and Tools,"2021/11/24, 23:01:13",259,99,53,true,Python,ecmwf,European Centre for Medium-Range Weather Forecasts,"Python,PowerShell,Jupyter Notebook,Makefile",,"2018/07/16, 08:34:34",Apache-2.0,203,1409,"2021/11/26, 20:22:20",66,89,204,5,0.1,0.061660079051383376,,,0,11,false,,false,true,https://avatars.githubusercontent.com/u/6368067?v=4,"zyqinsane/backbones,DeepCube-org/uc3-public-notebooks,cosunae/postproc_pt1,SlayZar/NoFire_AIJorney2021,jefflombard/almanak-python,Sjj1024/BreezeRpa,alessandrobaldo/MLWeatherRegimes,jan2801/no_fire_with_AI_hackathon,4castRenewables/climetlab-plugin-a6,euroargodev/argopy,NCAR/rechunk_retro_nwm_v21,timothee73/Donnes-meteo,JSerwatka/HexImages,pmav99/inspectds,thalesteo1995/projeto_gpcp,sberbank-ai/no_fire_with_ai_aij2021,ecmwf-lab/climetlab-cems-flood,prayer007/dwdGribExtractor,60hz-io/pv60hz,vidurmithal/covid-fire-aq,samneogi/ml-design-patterns,richard-mackie/weather-router,orttak/geoDocker-,fsspec/kerchunk,tovogt/climada_legacy,CLIMADA-project/climada_petals,rodekruis/Typhoon-Impact-based-forecasting-model,esowc/adc-toolbox,nicksilver/mt-drought-triggers,thomas-brth/SentinelImageAnalysis,sk981102/ocean_co2,blendernc/blendernc,Shubhangiwaghmare7/Data-Science,Novarizark/easy-era5-trck,sllynn/databricks-grib-netcdf,ChrisFairless/eurovision_bingo,naschidaniel/spatialMOS,MBlaschek/rasotools,ec-jrc/pyPoseidon,darksidelemm/cusf_predictor_wrapper,emanuel-schmid/climada_python_backup,llfice/ml-design-patterns,Mr-Saxobeat/iec-site,GoogleCloudPlatform/ml-design-patterns,OCHA-DAP/pa-anticipatory-action,KenanBolat/validation_seviri_rgb,w-k-jones/tobac-flow,alliander-opensource/Weather-Provider-API,blaylockbk/Carpenter_Workshop,TheophileBlard/ai-regatta,Akanni96/TRUNET,Desk30/climat,deinal/load-cds,cytora/data-platform-evolution,earthobservations/gribmagic,ewoken/electricity-analysis,kuchaale/grl_2020,metwork-framework/mfextaddon_scientific,ewoken/weather-analysis,abishekg7/pangeo_binders,weathertrader/pgrad,blaylockbk/Herbie,CLIMADA-project/climada_python,rileyhales/grids,jpherrenknecht/serveur_vr_v2,tmiyachi/metdata-notebook,ecmwf/climetlab,jpherrenknecht/serveur_vr,jamcguir/wbgt_python,mbafrani/PMSD,davidamom/swarm-spark-hdfs,CIMAFoundation/ifs-risico-docker,jorisv/tiny_sea_plot,deinal/aerosol-website,kuchaale/wcd_2020,cmarquardt/homebrew-setup,jthanwer/1exos,EUREC4A-UK/lagtraj,giacgiuliari/ccr-internet-backbones-in-space,CNR-ISMAR/mmes_creation,nwpc-oper/reki,graymartin/PythonNDFD,fvalka/nwp-sounding,fvalka/icon-skewt-plot,thomastu/CaReCur,meteofrance/meteonet,EduardRosert/morpheus-skinnywms,ewcloud/morpheus-jupyterhub,npaschos/copernicus-skg,EduardRosert/jupyter-notebooks,nmcdev/nmc_met_map,Danieluss/NASASpaceAppsBloom,hannasv/MS,igorol/EMS2019_python_workshop,USDA-ARS-NWRC/weather_forecast_retrieval,wxmiked/windb2,kuchaale/X-regression,esowc/ecPoint-Calibrate,ecmwf/metview-python"
epwshiftr,Create future EnergyPlus Weather files using CMIP6 data.,ideas-lab-nus,https://github.com/ideas-lab-nus/epwshiftr.git,"climate-change,energyplus,epw,esgf,cmip6",Earth Climate Datasets and Tools,"2021/11/22, 15:16:08",10,0,8,true,R,IDEAS-lab,ideas-lab-nus,R,https://ideas-lab-nus.github.io/epwshiftr/,"2019/12/16, 05:44:18",CUSTOM,21,160,"2021/11/22, 11:06:25",2,13,24,0,0.1,0.36363636363636365,"2021/05/27, 00:39:10",v0.1.3,0,2,false,,true,true,https://avatars.githubusercontent.com/u/49540067?v=4,
bomrang,Australian government Bureau of Meteorology (BOM) data client for R.,ropensci,https://github.com/ropensci/bomrang.git,"bom,meteorological-data,weather-forecast,australia,weather,weather-data,meteorology,r,rstats,australia-bureau-of-meteorology,r-package,peer-reviewed",Earth Climate Datasets and Tools,"2021/11/24, 10:41:49",95,0,17,true,R,ropensci,rOpenSci,"R,TeX",https://docs.ropensci.org/bomrang,"2017/04/28, 09:23:20",CUSTOM,100,1955,"2021/04/12, 03:13:49",11,38,131,1,0.2,0.08967551622418879,"2021/03/29, 23:38:02",v0.7.4,0,11,false,,false,true,https://avatars.githubusercontent.com/u/1200269?v=4,
Intake-esm,An intake plugin for parsing an Earth System Model catalog and loading assets into xarray datasets.,intake,https://github.com/intake/intake-esm.git,"cmip6,data-catalog,pangeo,earth-system-model,data-access,intake,climate-datasets,cesm-lens,hacktoberfest",Earth Climate Datasets and Tools,"2021/11/25, 10:59:31",60,21,30,true,Python,Intake,intake,"Python,Makefile",https://intake-esm.readthedocs.io,"2018/12/31, 16:42:54",Apache-2.0,65,983,"2021/11/24, 20:15:12",31,249,371,5,0.2,0.13466334164588534,"2021/08/17, 22:48:28",v2021.8.17,1,12,false,,false,true,https://avatars.githubusercontent.com/u/1469464?v=4,"AreFrode/GEO4902,cedadev/ceda-intake,mgrover1/test-interactive-jupyter,cedadev/asset-scanner-example,E3SM-Project/gdess,vidurmithal/covid-fire-aq,orttak/geoDocker-,Lulurussell/CICOES-code,JasonQiu21/python-climate,cedadev/cmip6-object-store,raquel-ucl/binder_test,ClimateAI/clustering_analogs,carbonplan/cmip6-downscaling,abishekg7/pangeo_binders,andersy005/singularity-binder,NCAR/esds-funnel,pangeo-data/pangeo-datastore,Spartee/ML-Smart-Pricing,pangeo-data/pangeo-datastore-flask,DS4Earth/sp2020,MetOffice/forest"
h5netcdf,"A Python interface for the netCDF4 file format that reads and writes local or remote HDF5 files directly via h5py or h5pyd, without relying on the Unidata netCDF library.",h5netcdf,https://github.com/h5netcdf/h5netcdf.git,"python,netcdf,hdf5,h5py",Earth Climate Datasets and Tools,"2021/11/08, 10:23:44",107,198,27,true,Python,,h5netcdf,Python,,"2015/04/07, 18:44:42",BSD-3-Clause,16,185,"2021/10/29, 15:07:24",22,44,94,5,1.8,0.40410958904109584,"2021/04/20, 06:53:12",v0.11.0,0,12,false,,false,false,https://avatars.githubusercontent.com/u/74427192?v=4,"icesat2py/icepyx,FibonacciDude/UnsupervisedLatentModelling,greenrain78/simple-ppc,illacceptanything/illacceptanything,kivik-beep/Reseptisovellus,sujaltv/ddpw,sanikemppainen/tsoha-visitors,ai2cm/pace,quantify-os/quantify-scheduler,SebaDro/daymet-pyprocessing,shelf-sea/water-masses,neuroailab/mec,sertit/eoreader,brainets/frites,alan-turing-institute/IceNetETL,fsspec/kerchunk,henriimmonen/UniMarket,Jenniemilia/ghost-kitchen,clinton0313/goodreads-analysis,cedadev/asset-scanner-example,csdms/pymt,piedra88/spaceweather,nie-ed/Opetussovellus,ai2cm/fv3net,igmk/how_to_ac3airborne,johyy/marjapaikka,mne-tools/mne-connectivity,pangeo-forge/pangeo-forge-azure-bakery,ToxPuro/tsoha,adelarja/space_weather,aidotse/SpaceProofOfConcept,tonybutzer/tljh-devops-installer,LongxingTan/Data-competitions,mlcommons/mlcube_examples,skagone/etm_study,ua-snap/data-api,openclimatefix/predict_pv_yield,chemron/Sun_GAN,rguilcas/coldpulse,vidurmithal/covid-fire-aq,pangeo-forge/pangeo-forge-gcs-bakery,phockett/ePSproc,openclimatefix/nowcasting_dataset,ReimKuos/Kuvan-Jakosovellus,tvhahn/EarthGAN,i4Ds/sdo-cli,orttak/geoDocker-,microsoft/nanotune,wavestoweather/enstools,TanakaAkihiro/tsoha-loppukesa2021,caseyagraff/fireml-dataset,ucyo/geotools,carmelosammarco/CADS,nicksilver/mt-drought-triggers,nbren12/uwnet,sk981102/ocean_co2,Open-EO/openeo-geopyspark-integrationtests,Lulurussell/CICOES-code,nens/threedidepth,tonybutzer/ws,weiji14/deepicedrain,nollety/tengen,pangeo-forge/pangeo-forge-aws-bakery,ganeshh123/cloudGAN,raymondedwards95/meteotsunami-model,QCoDeS/Qcodes,nicpittman/tropical_pacific_carbon_export,tolgam97/Audio_file-Analyser-in-Text,DeltaRCM/DeltaMetrics,nicrie/xmca,gcnonato/bestiapop,javiergarciaheras/metintos,earthlab/NSS-Satellite-Imagery-with-NEON-AOP-Data,JasonQiu21/python-climate,ibrewster/tropomi_download,cccwam/ift6759-project1-public,earthobservations/wetterdienst,CEREGE-CL/netcdf_editor_app,dfrisinghelli/pysegcnn,castelao/OceanColor,UNTNeogiLab/Dashboard,TAHMO/OpenRiverCam,quantify-os/quantify-core,bartpelgrim/obs-display,IMMM-SFA/mosartwmpy,NCAR/intake-thredds,raphaeldussin/freedompp,davidbrochart/pangeo-forge-recipes,JCSDA-internal/jedi-setv,informatics-lab/intake_informaticslab,csp-inc/data-ingestion,jamesredd/case,pik-primap/primap2,wradlib/wradlib-notebooks,nowcast-ml/wradlib-docker,tonybutzer/logan,tonybutzer/etm,ElementoLab/imc,earthobservations/gribmagic,UARENForecasting/erebos-ams2020,andouglasjr/HSapplication,kuchaale/grl_2020,MetOffice/forest-nwcsaf-regrid,ai2cm/fv3gfs-wrapper,foua-pps/level1c4pps,meteo-ubonn/miubrt,manksh/ocean-co2-absorption,ai2cm/fv3gfs-util,ClimateAI/clustering_analogs,SavannaZombie/OperateNC,Ouranosinc/miranda,CEREGE-CL/Useful-Scripts,cwerner/ldndctools,intake/intake-esm,tonybutzer/et,bicidata/bicidata,Open-EO/openeo-python-client,GEUS-Glaciology-and-Climate/PROMICE,MarcoMedri/FTPsubsetMO,martinclaus/py-da-stack,DrMarc/slab,maurov/xraysloth,stfc-sciml/sciml-benchmarks-prerelease,MetOffice/forest-lite,OpticaLab/HoloSoft,fraserwg/elePyant,JacobJeppesen/PublicSectorConsultancy,Open-EO/openeo-geopyspark-driver,JacobJeppesen/DSD_paper_2020,mbafrani/PMSD,trhallam/segysak,DavidFerland7/Professional-Master-in-Machine-Learning,eStation2/climatestation,andrewbrown31/SCW-analysis,kuchaale/wcd_2020,joglekara/VlaPy,MetOffice/forest,akpetty/ICESat-2-sea-ice-thickness,samueljackson92/slstr-tools,openclimatefix/metoffice_aws_lambda,exabl/ci,EmYassir/new_solar_radiation,raghavgupta0296/IFT-6759-Team-13,EmYassir/Solar-radiations-prediction,asylum-connect/catalog-server,JJguri/bestiapop,UARENForecasting/erebos,carmelosammarco/FTPsubsetMO,wradlib/wradlib,jyh/goes_truecolor,jgrss/geowombat,DS4Earth/sp2020,CBA222/Python-Trading-Engine,team-ocean/veros-bgc,DerWeh/layer_dmft,JarnoRFB/radolan-scraper,tabataba/spectratmo-puma,allison98/OrigamiGo,antarcticrainforest/esm_analysis,UARENForecasting/goes_viewer,ashwinvis/augieretal_jfm_2019_shallow_water,ContactEngineering/TopoBank,cbrockw/ecosys3D,kuchaale/X-regression,jackleland/flopter,team-ocean/veros,robfatland/galleryclone,mattpaletta/CSC499,ForeverDreamer/jupyter_notebook_learning,connormeaton/dream_cluster,BryceFuller/qiskit_camp,axiom-data-science/oot-workflows,jobel-code/drjobel,launda/learn_flask,matanster/bandits,theislab/batchglm,yonghah/urban-activity-topics,rparini/solitonscattering-examples,MUSSLES/sspipeline,NicWayand/ESIO,NOAA-PMEL/EcoFOCI_VisualEdit,davidlow/dhl88_docker,fluiddyn/fluiddyn,fbormann/DadosTransitoRecife,rparini/solitonscattering,calpolydatascience/docker-stacks,fluiddyn/fluidimage,bioimage-analysis/microarray_analysis_vincent,manoharan-lab/holopy,fluiddyn/fluiddevops,meteoswiss-mdr/monti-pytroll,brews/riverpca,esa-esdl/esdl-core,laliberte/cdb_query,SalvusHub/pyexodus,laliberte/netcdf4_soft_links,fluiddyn/fluidsim,jcmgray/xyzpy"
rsoi,An R package to download the most up to date climate indices.,boshek,https://github.com/boshek/rsoi.git,"oceanography,r,cran,oceanic-nino",Earth Climate Datasets and Tools,"2021/11/16, 03:38:24",14,0,5,true,R,,,R,https://boshek.github.io/rsoi/,"2017/03/29, 17:24:58",BSD-3-Clause,4,192,"2021/11/16, 03:38:23",4,17,37,0,0.0,0.12068965517241381,"2020/07/11, 06:26:02",v0.5.3,0,2,false,,true,false,https://avatars.githubusercontent.com/u/74427192?v=4,
NCO,Manipulates and analyzes data stored in netCDF-accessible formats.,nco,https://github.com/nco/nco.git,"nco,netcdf,dap,climate,netcdf-operators,hdf5,hdf,regrid,gsl,cmip5,esgf,opendap,cesm,e3sm",Earth Climate Datasets and Tools,"2021/11/19, 18:20:15",120,0,20,true,C,netCDF Operators,nco,"C,C++,Shell,Perl,Makefile,TeX,GAP,CMake,Batchfile,Python,NCL,Cuda,M4",http://nco.sf.net,"2015/02/25, 02:04:26",CUSTOM,371,14754,"2021/10/06, 16:51:36",33,127,216,0,0.4,0.34083834069354957,"2021/10/06, 22:25:43",5.0.3,0,19,false,,false,false,https://avatars.githubusercontent.com/u/13952264?v=4,
pynco,"Contains the module python nco, which implements a Python style access to the NetCDF Operators (NCO).",nco,https://github.com/nco/pynco.git,,Earth Climate Datasets and Tools,"2021/11/24, 13:20:25",78,41,16,true,Python,nco,netCDF Operators,Python,http://pynco.readthedocs.org,"2014/01/13, 17:41:59",MIT,0,148,"2021/09/15, 17:16:40",6,21,48,1,0.4,0.5844155844155844,"2018/11/30, 23:43:49",1.0.0,0,6,false,,false,false,https://avatars.githubusercontent.com/u/13952264?v=4,"illacceptanything/illacceptanything,alessandrobaldo/MLWeatherRegimes,CNR-ISMAR/mmes_creation,rpmanser/large_ic_ensembles,ucyo/geotools,C3S-attribution-service/climcrawler,aprig/ATL3_ABA_SSTa,nicpittman/tropical_pacific_carbon_export,JJguri/psimsV2,PhilipeRLeal/climate_indices,matzegoebel/run_WRF,ioos/ioos_qc,shivam14300/hydro-drought,gaurav172/Hydro_project,SavannaZombie/OperateNC,guoanby/docker_meteo,mmfink/indices_python,acse-yz219/EZclim2.0,NordicESMhub/noresmdiagnostics,SNPA-AQ/aq-data-util,matteomorelli/arpalazio-asi-ispra-modex,kmunve/APS,alex-kling/amesgcm,Romaysa/climateindices-romasa,msc-acse/acse-9-project-plan-AdannaAkwats,msc-acse/acse-9-independent-research-project-AdannaAkwats,nasa-nccs-cds/edask,axiom-data-science/oot-workflows,pgierz/pyesm,rsoutelino/pyromsgui,monocongo/climate_indices,binder-project/binder-data,epifanio/jpy,wino6687/SWEpy,akrherz/iem,RDCEP/psims,apache/incubator-sdap-ningesterpy,UW-Hydro/rasmlib,aist-oceanworks/ningesterpy,Prodiguer/nctime,MPAS-Dev/MPAS-Analysis"
climateR,An R package for getting point and gridded climate data by AOI.,mikejohnson51,https://github.com/mikejohnson51/climateR.git,"climate,rstats,weather,aoi,geospatial,gridded-climate-data,dataset",Earth Climate Datasets and Tools,"2021/11/16, 22:01:14",88,0,55,true,R,nco,,R,https://mikejohnson51.github.io/climateR-intro/,"2018/11/22, 00:07:16",MIT,25,85,"2021/08/05, 23:25:15",6,2,37,0,0.0,0.024691358024691357,"2021/04/13, 22:48:44",v0.1.0,0,3,false,,false,false,https://avatars.githubusercontent.com/u/13952264?v=4,
climaemet,An interface to download the climatic data of the Spanish Meteorological Agency directly from R using their API and create scientific graphs.,rOpenSpain,https://github.com/rOpenSpain/climaemet.git,"science,data,climate,aemet,r,rstats,cran,r-package,ropenspain",Earth Climate Datasets and Tools,"2021/11/26, 12:20:06",20,0,10,true,R,rOpenSpain,rOpenSpain,R,https://ropenspain.github.io/climaemet/,"2020/07/06, 17:02:11",GPL-3.0,116,133,"2021/10/06, 00:25:50",1,12,16,0,0.0,0.25984251968503935,"2021/09/16, 13:18:52",v1.0.0,0,4,false,,true,false,https://avatars.githubusercontent.com/u/34716267?v=4,
"Data wrangling for the ""IEA Net Zero by 2050"" Roadmap",Transform data supporting the IEA Netzero2050 Roadmap (2021) to the IAMC format.,danielhuppmann,https://github.com/danielhuppmann/iea-netzero2050-datawrangler.git,,Earth Climate Datasets and Tools,"2021/05/24, 21:50:13",9,0,9,true,Jupyter Notebook,rOpenSpain,,Jupyter Notebook,,"2021/05/19, 12:40:39",Apache-2.0,4,4,"2021/10/06, 00:25:50",1,0,0,0,0,0.0,"2021/05/20, 20:16:23",v0.1,0,1,false,,false,false,https://avatars.githubusercontent.com/u/34716267?v=4,
cmip56_forcing_feedback_ecs,Tables Effective Radiative Forcing and Radiative Feedbacks.,mzelinka,https://github.com/mzelinka/cmip56_forcing_feedback_ecs.git,,Earth Climate Datasets and Tools,"2021/09/30, 23:59:58",18,0,5,true,,rOpenSpain,,,,"2020/04/27, 17:55:28",Apache-2.0,10,64,"2021/10/06, 00:25:50",0,0,0,0,0,0.0,"2021/08/16, 15:43:56",v2.0,0,1,false,,false,false,https://avatars.githubusercontent.com/u/34716267?v=4,
DeepDownscaling,Deep learning approaches for statistical downscaling in climate.,SantanderMetGroup,https://github.com/SantanderMetGroup/DeepDownscaling.git,,Earth Climate Datasets and Tools,"2021/10/15, 03:22:55",19,0,14,true,Jupyter Notebook,SantanderMetGroup,Santander Meteorology Group (UC-CSIC),Jupyter Notebook,,"2019/09/11, 11:07:41",Apache-2.0,25,146,"2021/03/03, 09:08:41",0,0,1,0,0,0.18881118881118886,"2021/06/21, 16:11:58",v1.5,0,3,false,,false,false,https://avatars.githubusercontent.com/u/5774630?v=4,
climateforcing,An incomplete toolbox of scripts and modules used for analysis of climate models and climate data.,chrisroadmap,https://github.com/chrisroadmap/climateforcing.git,,Earth Climate Datasets and Tools,"2021/09/08, 12:32:40",10,3,10,true,Python,SantanderMetGroup,,"Python,Makefile,Batchfile,Shell",,"2019/06/21, 08:34:24",Apache-2.0,86,106,"2021/09/08, 12:26:09",7,15,21,1,0.0,0.0,"2021/05/20, 21:43:58",v0.2.2,0,1,false,,false,true,https://avatars.githubusercontent.com/u/5774630?v=4,"cmip6moap/project10,chrisroadmap/heatstress,chrisroadmap/aerosol-history"
clisops,Climate simulation operations.,roocs,https://github.com/roocs/clisops.git,"xarray,climate-analysis,climate-science,python,netcdf4,xclim",Earth Climate Datasets and Tools,"2021/11/26, 00:14:44",13,6,11,true,Jupyter Notebook,roocs - remote operations on climate simulations,roocs,"Jupyter Notebook,Python,Makefile",https://clisops.readthedocs.io/en/latest/,"2020/03/26, 15:19:32",CUSTOM,297,597,"2021/11/23, 14:58:39",42,99,163,4,1.2,0.660958904109589,"2021/10/26, 14:18:34",v0.7.0,0,8,false,,false,true,https://avatars.githubusercontent.com/u/60000375?v=4,"cedadev/flamingo,CSHS-CWRA/RavenPy,bird-house/finch,roocs/dachar,roocs/rook,roocs/daops"
AR6-WG1-Data-Compilation,"Compiles the data into a uniform, csv-based data format following the standard established by the Integrated Assessment Modeling Consortium and used by IPCC WG3.",openscm,https://github.com/openscm/AR6-WG1-Data-Compilation.git,,Earth Climate Datasets and Tools,"2021/11/15, 10:24:42",23,0,22,true,Jupyter Notebook,OpenSCM,openscm,"Jupyter Notebook,Python,Makefile",,"2021/08/10, 13:40:18",BSD-3-Clause,8,8,"2021/08/17, 00:13:28",2,6,6,0,2.3333333333333335,0.375,,,0,2,false,,false,true,https://avatars.githubusercontent.com/u/62363211?v=4,
IPCC AR6 Chapter 9 Figures,Code and data for all figures from Chapter 9 of the IPCC AR6.,IPCC-WG1,https://github.com/IPCC-WG1/Chapter-9.git,,Earth Climate Datasets and Tools,"2021/11/19, 09:38:15",48,0,48,true,MATLAB,IPCC-WG1,IPCC-WG1,"MATLAB,HTML,Jupyter Notebook,Python,Fortran,Shell,R",,"2021/08/17, 11:09:11",BSD-3-Clause,160,196,"2021/10/11, 19:52:25",0,2,2,0,0.5,0.24375000000000002,"2021/08/18, 14:09:44",v.1.0,0,6,false,,false,true,https://avatars.githubusercontent.com/u/50878063?v=4,
icclim,Python library for climate indices and climate indicators calculation.,cerfacs-globc,https://github.com/cerfacs-globc/icclim.git,"calculation-climate,climate-indices,python,climate-indicators,netcdf,climate-simulations,python-library,python-package",Earth Climate Datasets and Tools,"2021/11/15, 06:02:30",43,0,12,true,Python,CERFACS GLOBC,cerfacs-globc,"Python,JavaScript,CSS,C,Scilab,Makefile",,"2014/01/15, 14:04:03",CUSTOM,18,525,"2021/09/23, 15:05:35",10,38,74,0,0.0,0.4976076555023924,"2021/09/23, 09:46:38",4.2.20,0,8,false,,false,true,https://avatars.githubusercontent.com/u/11227557?v=4,
DeepSphere,Learning on the sphere with a graph-based ConvNet.,deepsphere,https://github.com/deepsphere/deepsphere-pytorch.git,"graph-neural-networks,spherical-geometry,sphere,climate-science,pytorch,deepsphere",Earth Climate Datasets and Tools,"2021/11/14, 01:42:39",92,0,58,true,Python,DeepSphere,deepsphere,"Python,Jupyter Notebook",https://arxiv.org/abs/2012.15000,"2020/01/16, 13:02:53",MIT,11,40,"2021/03/19, 03:50:16",2,4,7,1,0.25,0.2666666666666667,,,0,3,false,,false,true,https://avatars.githubusercontent.com/u/39727223?v=4,
remote_climate_data,A collection of remote climate data accessed via intake cached to disk.,aaronspring,https://github.com/aaronspring/remote_climate_data.git,"data-catalog,shapefiles,accessibility,netcdf,thredds-catalogs,opendap,observations,climate-science,climate-data,remote",Earth Climate Datasets and Tools,"2021/10/27, 13:03:45",10,0,9,true,Jupyter Notebook,DeepSphere,,"Jupyter Notebook,Python",,"2020/07/29, 14:52:05",MIT,28,88,"2021/09/24, 08:13:43",16,44,57,0,0.1,0.15662650602409633,,,1,2,false,,false,false,https://avatars.githubusercontent.com/u/39727223?v=4,
